"","X.1","X","Bandnumb","Orig_col","Br_col","Season","Breeder","Result","Success","Area","Type","Sex","Cohort","Age","Br_exp","Device","Notes","Hatching.date","fitval","diff_success","BQI","BQI_A","season_yr","season","lat","lon"
"306",814,885,32394,"CROZ","CROZ",2013,1,"FAIL",0,"M","KA","M",2008,5,0,"","",NA,0.0863456427653798,-0.0863456427653798,-0.0777275757239434,-0.0820366092446616,2013,"1314",-77.451993,169.232285
"307",823,895,32426,"CROZ","CROZ",2013,1,"CR1",1,"M","KA","M",2008,5,0,"","",NA,0.0863456427653798,0.91365435723462,-0.0654355085245308,0.260927780061853,2013,"1314",-77.452308,169.234966
"308",824,896,32426,"CROZ","CROZ",2014,1,"CR1?",1,"M","KA","M",2008,6,1,"","",NA,0.252237926905273,0.747762073094727,0.260927780061853,0.382636353320071,2014,"1415",-77.452254,169.234811
"309",827,899,32426,"CROZ","CROZ",2017,1,"CR2?",1,"M","KA","M",2008,9,2,"","",NA,0.667547921491099,0.332452078508901,0.138647016629898,0.166333454041184,2017,"1718",-77.452265,169.23486
"310",829,901,32429,"CROZ","CROZ",2012,1,"FAIL?",0,"M","KA","F",2008,4,0,"","",NA,0.0777275757239434,-0.0777275757239434,-0.0531434413251182,-0.0654355085245308,2012,"1213",-77.453644,169.229127
"311",830,902,32429,"CROZ","CROZ",2013,1,"CR1",1,"M","KA","F",2008,5,1,"","",NA,0.16217267613369,0.83782732386631,-0.0654355085245308,0.235652102272416,2013,"1314",-77.453671,169.229251
"312",838,911,32458,"CROZ","CROZ",2012,1,"FAIL",0,"N","KA","F",2008,4,0,"","",NA,0.0777275757239434,-0.0777275757239434,-0.0531434413251182,-0.0654355085245308,2012,"1213",-77.451682,169.22496
"313",839,912,32458,"CROZ","CROZ",2013,1,"CR2?",1,"N","KA","F",2008,5,1,"","",NA,0.16217267613369,0.83782732386631,-0.0654355085245308,0.235652102272416,2013,"1314",-77.451726,169.224957
"314",841,914,32462,"CROZ","CROZ",2013,1,"CR1",1,"M","KA","F",2008,5,0,"","",NA,0.0863456427653798,0.91365435723462,-0.0777275757239434,0.417963390755338,2013,"1314",-77.452237,169.230659
"315",844,917,32462,"CROZ","CROZ",2016,1,"CR2?",1,"M","KA","F",2008,8,1,"","",NA,0.392555091840575,0.607444908159425,0.0891323878041876,0.192794891875235,2016,"1617",-77.452324,169.230566
"316",845,918,32462,"CROZ","CROZ",2017,1,"CR2?",1,"M","KA","F",2008,9,2,"","",NA,0.667547921491099,0.332452078508901,0.192794891875235,0.216071089647513,2017,"1718",-77.452268,169.230599
"317",857,931,32480,"CROZ","CROZ",2013,1,"FAIL",0,"B","KA","M",2008,5,0,"1","",NA,0.0863456427653798,-0.0863456427653798,-0.0654355085245308,-0.0724055532714805,2013,"1314",-77.450032,169.228999
"318",858,932,32480,"CROZ","CROZ",2014,1,"FAIL",0,"B","KA","M",2008,6,1,"","",NA,0.252237926905273,-0.252237926905273,-0.0724055532714805,-0.117363646679929,2014,"1415",-77.449955,169.22868
"319",866,940,32509,"CROZ","CROZ",2016,1,"FAIL",0,"C","KA","U",2008,8,0,"","",NA,0.239845226561173,-0.239845226561173,-0.101612772787634,-0.147690257378814,2016,"1617",-77.453555,169.223429
"320",872,947,32537,"CROZ","CROZ",2013,0,"NB",0,"QR","KA","M",2008,5,0,"","",NA,0.0863456427653798,-0.0863456427653798,-0.0777275757239434,-0.0820366092446616,2013,"1314",-77.457459,169.229997
"321",875,950,32541,"CROZ","CROZ",2012,1,"FAIL",0,"N","KA","M",2008,4,0,"","",NA,0.0777275757239434,-0.0777275757239434,NA,-0.0777275757239434,2012,"1213",-77.452366,169.227844
"322",876,951,32541,"CROZ","CROZ",2013,1,"CR1?",1,"QR","KA","M",2008,5,0,"","",NA,0.0863456427653798,0.91365435723462,-0.0777275757239434,0.417963390755338,2013,"1314",-77.456713,169.241677
"323",878,955,32565,"CROZ","CROZ",2012,1,"CR1?",1,"M","KA","M",2008,4,0,"","",NA,0.0777275757239434,0.922272424276057,-0.0531434413251182,0.434564491475469,2012,"1213",-77.4522,169.233454
"324",879,956,32565,"CROZ","CROZ",2013,1,"FAIL?",0,"M","KA","M",2008,5,1,"","",NA,0.16217267613369,-0.16217267613369,0.434564491475469,0.235652102272416,2013,"1314",-77.452231,169.23357
"325",881,958,32565,"CROZ","CROZ",2015,1,"CR8?",1,"M","KA","M",2008,7,3,"","",NA,0.261247650784422,0.738752349215578,0.354568101289018,0.43140495087433,2015,"1516",-77.452212,169.233487
"326",882,959,32565,"CROZ","CROZ",2016,1,"CR",1,"M","KA","U",2008,8,4,"","",NA,0.437415662716475,0.562584337283525,0.43140495087433,0.453268181942529,2016,"1617",-77.452258,169.233268
"327",889,966,40005,"CROZ","CROZ",2001,0,"NB",0,"L","KA","M",1994,7,1,"","",NA,0.109511419215909,-0.109511419215909,-0.0830591941995071,-0.0918766025383078,2001,"0102",-77.45405,169.23656
"328",890,967,40005,"CROZ","CROZ",2002,1,"CR1?",1,"L","KA","M",1994,8,1,"","",NA,0.398446872910962,0.601553127089038,-0.0918766025383079,0.0814808298685287,2002,"0203",-77.45396,169.23634
"329",891,968,40005,"CROZ","CROZ",2003,0,"NB",0,"L","KA","M",1994,9,2,"","",NA,0.189801433735968,-0.189801433735968,0.0814808298685285,0.0272243771476293,2003,"0304",-77.45396,169.23634
"330",892,969,40005,"CROZ","CROZ",2005,1,"CR2",1,"L","KA","M",1994,11,2,"","",NA,0.599106537304675,0.400893462695325,0.0272243771476291,0.0895025580722453,2005,"0506",-77.454026,169.236338
"331",902,979,40013,"CROZ","CROZ",2001,0,"NB",0,"L","KA","F",1994,7,1,"","",NA,0.109511419215909,-0.109511419215909,-0.115457216854673,-0.113970767444982,2001,"0102",-77.4536,169.23713
"332",908,985,40070,"CROZ","CROZ",2001,1,"FAIL",0,"L","KA","M",1994,7,0,"","",NA,0.0566425343677733,-0.0566425343677733,-0.0883908126750709,-0.0725166735214221,2001,"0102",-77.45337,169.23726
"333",909,986,40070,"CROZ","CROZ",2002,1,"FAIL",0,"L","KA","M",1994,8,1,"","",NA,0.398446872910962,-0.398446872910962,-0.0725166735214221,-0.181160073317935,2002,"0203",-77.45336,169.23719
"334",912,989,40087,"CROZ","CROZ",2001,0,"NB",0,"L","KA","F",1994,7,0,"","",NA,0.0566425343677733,-0.0566425343677733,-0.0830591941995071,-0.0742536409222625,2001,"0102",-77.45368,169.23625
"335",913,990,40087,"CROZ","CROZ",2002,0,"NB",0,"L","KA","F",1994,8,0,"","",NA,0.244367053759721,-0.244367053759721,-0.0742536409222625,-0.116781994131627,2002,"0203",-77.45372,169.23624
"336",914,991,40087,"CROZ","CROZ",2003,1,"FAIL",0,"M","KA","F",1994,9,0,"","",NA,0.0868139736363016,-0.0868139736363016,-0.116781994131627,-0.110788390032562,2003,"0304",-77.453565,169.235448
"337",916,993,40087,"CROZ","CROZ",2005,1,"CR2",1,"L","KA","F",1994,11,1,"","",NA,0.553992720040601,0.446007279959399,-0.176192418350678,-0.0873067471635239,2005,"0506",-77.453547,169.23522
"338",918,995,40094,"CROZ","CROZ",2001,0,"NB",0,"P","KA","F",1994,7,0,"","",NA,0.0566425343677733,-0.0566425343677733,-0.0883908126750709,-0.0725166735214221,2001,"0102",-77.45447,169.23102
"339",919,996,40094,"CROZ","CROZ",2002,1,"FAIL",0,"L","KA","F",1994,8,0,"","",NA,0.244367053759721,-0.244367053759721,-0.0725166735214221,-0.129800133600855,2002,"0203",-77.45447,169.2308
"340",921,998,40094,"CROZ","CROZ",2004,0,"NB",0,"P","KA","F",1994,10,1,"","",NA,0.503212559941256,-0.503212559941256,-0.138094830551822,-0.211118376429708,2004,"0405",-77.454615,169.230437
"341",922,999,40094,"CROZ","CROZ",2005,1,"FAIL",0,"P","KA","F",1994,11,1,"","",NA,0.553992720040601,-0.553992720040601,-0.211118376429708,-0.268264100364857,2005,"0506",-77.454577,169.230602
"342",926,1004,40204,"CROZ","CROZ",2002,0,"NB",0,"M","KA","M",1996,6,0,"","",NA,0.150110446312257,-0.150110446312257,-0.0368994654821725,-0.0746364590922006,2002,"0203",-77.45303,169.23623
"343",928,1006,40204,"CROZ","CROZ",2004,1,"FAIL",0,"M","KA","M",1996,8,0,"","",NA,0.244367053759721,-0.244367053759721,-0.0693456302137626,-0.104349914922954,2004,"0405",-77.453002,169.236231
"344",929,1007,40204,"CROZ","CROZ",2005,1,"CR2",1,"M","KA","M",1996,9,1,"","",NA,0.474755380340134,0.525244619659866,-0.104349914922954,0.000582507507515867,2005,"0506",-77.45297,169.23619
"345",930,1008,40204,"CROZ","CROZ",2006,1,"FAIL",0,"M","KA","M",1996,10,2,"","",NA,0.755364819135276,-0.755364819135276,0.000582507507515778,-0.107409967727169,2006,"0607",-77.453007,169.236306
"346",932,1010,40204,"CROZ","CROZ",2008,1,"CR1?",1,"M","KA","M",1996,12,3,"","",NA,0.720385742708353,0.279614257291647,-0.193310090240995,-0.140762940515146,2008,"0809",-77.453109,169.236445
"347",933,1011,40204,"CROZ","CROZ",2009,1,"CR2?",1,"M","KA","M",1996,13,4,"","",NA,0.552858659385097,0.447141340614903,-0.140762940515146,-0.0819725124021408,2009,"0910",-77.453025,169.23625
"348",934,1012,40204,"CROZ","CROZ",2010,1,"CR2",1,"M","KA","M",1996,14,5,"","",NA,0.711157969208396,0.288842030791604,-0.0819725124021409,-0.0482620993845276,2010,"1011",-77.453007,169.236248
"349",938,1016,40206,"CROZ","CROZ",2002,1,"FAIL",0,"P","KA","M",1996,6,0,"","",NA,0.150110446312257,-0.150110446312257,-0.0410945316619607,-0.0683485103245347,2002,"0203",-77.45468,169.23076
"350",939,1017,40206,"CROZ","CROZ",2003,1,"CR1?",1,"P","KA","M",1996,7,1,"","",NA,0.103709006539498,0.896290993460502,-0.0683485103245348,0.124579390432473,2003,"0304",-77.45468,169.23076
"351",940,1018,40206,"CROZ","CROZ",2004,1,"CR2?",1,"L","KA","M",1996,8,2,"","",NA,0.443489175404431,0.556510824595569,0.124579390432472,0.196567962792989,2004,"0405",-77.454659,169.230797
"352",941,1019,40206,"CROZ","CROZ",2005,1,"CR1",1,"P","KA","M",1996,9,3,"","",NA,0.520953481692745,0.479046518307255,0.196567962792988,0.23692204215217,2005,"0506",-77.454658,169.230785
"353",945,1023,40208,"CROZ","CROZ",2002,1,"CR1?",1,"L","KA","M",1996,6,0,"","",NA,0.150110446312257,0.849889553687743,-0.0410945316619607,0.181651489675465,2002,"0203",-77.4536,169.2354
"354",948,1026,40208,"CROZ","CROZ",2005,1,"CR1",1,"L","KA","M",1996,9,1,"","",NA,0.474755380340134,0.525244619659866,0.0374083465419,0.10709924270161,2005,"0506",-77.453544,169.235346
"355",949,1027,40208,"CROZ","CROZ",2006,1,"CR1",1,"L","KA","M",1996,10,2,"","",NA,0.755364819135276,0.244635180864724,0.107099242701609,0.124291234971999,2006,"0607",-77.453587,169.235367
"356",950,1028,40208,"CROZ","CROZ",2007,1,"CR1",1,"L","KA","M",1996,11,3,"","",NA,0.794610947837777,0.205389052162223,0.124291234971999,0.13330210354869,2007,"0708",-77.453592,169.235571
"357",951,1029,40208,"CROZ","CROZ",2008,1,"FAIL?",0,"L","KA","M",1996,12,4,"","",NA,0.720385742708353,-0.720385742708353,0.13330210354869,0.0479333189229861,2008,"0809",-77.453581,169.23556
"358",952,1030,40208,"CROZ","CROZ",2009,1,"CR1?",1,"L","KA","M",1996,13,5,"","",NA,0.552858659385097,0.447141340614903,0.047933318922986,0.0842249572586149,2009,"0910",-77.453583,169.235479
"359",953,1031,40208,"CROZ","CROZ",2010,1,"CR1",1,"L","KA","M",1996,14,6,"","",NA,0.711157969208396,0.288842030791604,0.0842249572586148,0.101276380053031,2010,"1011",-77.453617,169.235988
"360",957,1035,40211,"CROZ","CROZ",2002,0,"NB",0,"P","KA","M",1996,6,0,"","",NA,0.150110446312257,-0.150110446312257,-0.0468525805487726,-0.0812718691366007,2002,"0203",-77.4564,169.22223
"361",959,1037,40211,"CROZ","CROZ",2006,1,"CR1?",1,"P","KA","M",1996,10,0,"","",NA,0.556152548140886,0.443847451859114,-0.137500566455564,-0.021230962792628,2006,"0607",-77.456424,169.22224
"362",960,1038,40211,"CROZ","CROZ",2007,1,"CR2?",1,"P","KA","M",1996,11,1,"","",NA,0.762786784495757,0.237213215504243,-0.021230962792628,0.0218430669235171,2007,"0708",-77.456371,169.222139
"363",962,1040,40211,"CROZ","CROZ",2009,1,"CR2",1,"P","KA","M",1996,13,3,"","",NA,0.552858659385097,0.447141340614903,0.058667522690393,0.107226749930957,2009,"0910",-77.456367,169.222133
"364",963,1041,40211,"CROZ","CROZ",2010,1,"CR1",1,"P","KA","M",1996,14,4,"","",NA,0.711157969208396,0.288842030791604,0.107226749930957,0.12740622558214,2010,"1011",-77.456367,169.222133
"365",966,1046,40214,"CROZ","CROZ",2001,0,"NB",0,"B","KA","M",1996,5,1,"","",NA,0.0587597440837849,-0.0587597440837849,-0.0680217268377017,-0.0649343992530628,2001,"0102",-77.44892,169.22213
"366",967,1047,40214,"CROZ","CROZ",2002,1,"FAIL",0,"B","KA","M",1996,6,1,"","",NA,0.265652861567613,-0.265652861567613,-0.0649343992530628,-0.1151140148317,2002,"0203",-77.44895,169.22213
"367",968,1048,40214,"CROZ","CROZ",2003,0,"NB",0,"B","KA","M",1996,7,2,"","",NA,0.122201182175751,-0.122201182175751,-0.1151140148317,-0.11653144830051,2003,"0304",-77.448925,169.222208
"368",969,1049,40214,"CROZ","CROZ",2004,0,"NB",0,"B","KA","M",1996,8,2,"","",NA,0.443489175404431,-0.443489175404431,-0.116531448300511,-0.171024402817831,2004,"0405",-77.448896,169.222369
"369",974,1054,40218,"CROZ","CROZ",2002,1,"FAIL",0,"M","KA","M",1996,6,0,"","",NA,0.150110446312257,-0.150110446312257,-0.0410945316619607,-0.0683485103245347,2002,"0203",-77.45307,169.23729
"370",979,1060,40225,"CROZ","CROZ",2002,1,"FAIL",0,"M","KA","M",1996,6,0,"","",NA,0.150110446312257,-0.150110446312257,-0.0410945316619607,-0.0683485103245347,2002,"0203",-77.45237,169.23475
"371",981,1062,40225,"CROZ","CROZ",2004,1,"CR1?",1,"M","KA","M",1996,8,1,"","",NA,0.398446872910962,0.601553127089038,-0.0754206095675276,0.0374083465419002,2004,"0405",-77.452374,169.234418
"372",984,1065,40225,"CROZ","CROZ",2007,1,"CR8?",1,"M","KA","M",1996,11,3,"","",NA,0.794610947837777,0.205389052162223,-0.131483527697078,-0.0940532410460441,2007,"0708",-77.452401,169.23445
"373",985,1066,40225,"CROZ","CROZ",2008,1,"CR2",1,"M","KA","M",1996,12,4,"","",NA,0.720385742708353,0.279614257291647,-0.0940532410460444,-0.056686491212275,2008,"0809",-77.452369,169.234461
"374",986,1067,40225,"CROZ","CROZ",2009,1,"CR1",1,"M","KA","M",1996,13,5,"","",NA,0.552858659385097,0.447141340614903,-0.0566864912122752,-0.0108839610461679,2009,"0910",-77.45237,169.234385
"375",989,1070,40225,"CROZ","CROZ",2012,1,"CR1?",1,"M","KA","M",1996,16,7,"","",NA,0.485415181176526,0.514584818823474,-0.105762558489275,-0.0614520315383646,2012,"1213",-77.45236,169.234378
"376",990,1071,40225,"CROZ","CROZ",2013,1,"CR1",1,"M","KA","M",1996,17,8,"1","",NA,0.34235791194225,0.65764208805775,-0.0614520315383647,-0.0135124235652903,2013,"1314",-77.452418,169.234392
"377",993,1074,40246,"CROZ","CROZ",2002,1,"FAIL",0,"P","KA","M",1996,6,0,"","",NA,0.150110446312257,-0.150110446312257,-0.0442204970760082,-0.0971654716941326,2002,"0203",-77.45494,169.23171
"378",994,1075,40246,"CROZ","CROZ",2003,1,"FAIL",0,"P","KA","M",1996,7,1,"","",NA,0.103709006539498,-0.103709006539498,-0.0971654716941328,-0.0993466499759211,2003,"0304",-77.454938,169.231886
"379",995,1076,40246,"CROZ","CROZ",2004,1,"CR1?",1,"P","KA","M",1996,8,2,"","",NA,0.443489175404431,0.556510824595569,-0.0993466499759213,0.0646177186669515,2004,"0405",-77.454949,169.231891
"380",1002,1084,40282,"CROZ","CROZ",2002,1,"CR1?",1,"M","KA","F",1996,6,0,"","",NA,0.150110446312257,0.849889553687743,-0.0410945316619607,0.181651489675465,2002,"0203",-77.4526,169.23567
"381",1007,1090,40283,"CROZ","CROZ",2003,0,"NB",0,"L","KA","M",1996,7,0,"","",NA,0.0534731435784479,-0.0534731435784479,-0.0683485103245348,-0.0653734369753174,2003,"0304",-77.453946,169.235646
"382",1008,1091,40290,"CROZ","CROZ",2002,0,"NB",0,"P","KA","U",1996,6,0,"","",NA,0.150110446312257,-0.150110446312257,NA,-0.150110446312257,2002,"0203",-77.45479,169.2229
"383",1023,1108,40305,"CROZ","CROZ",2002,1,"CR1?",1,"L","KA","U",1996,6,0,"","",NA,0.150110446312257,0.849889553687743,-0.0410945316619607,0.181651489675465,2002,"0203",-77.45345,169.23676
"384",1024,1110,40309,"CROZ","CROZ",2006,1,"FAIL",0,"L","KA","F",1996,10,0,"","",NA,0.556152548140886,-0.556152548140886,NA,-0.556152548140886,2006,"0607",-77.454439,169.238135
"385",1025,1111,40309,"CROZ","CROZ",2007,1,"CR2",1,"L","KA","F",1996,11,1,"","",NA,0.762786784495757,0.237213215504243,-0.556152548140886,-0.159469666318321,2007,"0708",-77.454493,169.238307
"386",1026,1112,40309,"CROZ","CROZ",2008,0,"NB",0,"LBEAC","KA","F",1996,12,2,"","",NA,0.720385742708353,-0.720385742708353,-0.159469666318321,-0.346441691781665,2008,"0809",-77.454493,169.238361
"387",1028,1114,40309,"CROZ","CROZ",2010,1,"FAIL",0,"L","KA","F",1996,14,2,"","",NA,0.711157969208396,-0.711157969208396,-0.398045933682523,-0.460668340787698,2010,"1011",-77.454536,169.238225
"388",1029,1115,40309,"CROZ","CROZ",2011,1,"CR1",1,"L","KA","F",1996,15,3,"","",NA,0.544031719644335,0.455968280355665,-0.460668340787697,-0.307895570597137,2011,"1112",-77.45453,169.238154
"389",1030,1116,40309,"CROZ","CROZ",2012,1,"CR1?",1,"L","KA","F",1996,16,4,"","",NA,0.485415181176526,0.514584818823474,-0.307895570597137,-0.190398372108479,2012,"1213",-77.454537,169.238005
"390",1034,1121,40310,"CROZ","CROZ",2002,1,"CR2?",1,"Q-R","KA","M",1996,6,0,"","",NA,0.150110446312257,0.849889553687743,-0.0468525805487726,0.252061464196733,2002,"0203",-77.4548,169.23169
"391",1035,1122,40310,"CROZ","CROZ",2003,0,"NB",0,"P","KA","M",1996,7,1,"","",NA,0.103709006539498,-0.103709006539498,0.252061464196732,0.163118846512675,2003,"0304",-77.454831,169.231875
"392",1037,1124,40310,"CROZ","CROZ",2005,1,"CR8?",1,"P","KA","M",1996,9,1,"","",NA,0.474755380340134,0.525244619659866,0.0508057026279473,0.129878855466601,2005,"0506",-77.45481,169.23173
"393",1038,1125,40310,"CROZ","CROZ",2006,1,"FAIL",0,"P","KA","M",1996,10,2,"","",NA,0.755364819135276,-0.755364819135276,0.1298788554666,0.00341547338061827,2006,"0607",-77.454772,169.231693
"394",1039,1126,40310,"CROZ","CROZ",2007,1,"CR2",1,"P","KA","M",1996,11,3,"","",NA,0.794610947837777,0.205389052162223,0.00341547338061805,0.0286621707283189,2007,"0708",-77.454799,169.231612
"395",1043,1131,40317,"CROZ","CROZ",2002,1,"FAIL",0,"M","KA","F",1996,6,1,"","",NA,0.265652861567613,-0.265652861567613,0.28251169827289,0.145470558312764,2002,"0203",-77.45309,169.23717
"396",1044,1132,40317,"CROZ","CROZ",2003,1,"FAIL",0,"L","KA","F",1996,7,2,"","",NA,0.122201182175751,-0.122201182175751,0.145470558312764,0.0919362102150612,2003,"0304",-77.45306,169.23714
"397",1045,1133,40317,"CROZ","CROZ",2004,1,"CR2?",1,"L","KA","F",1996,8,3,"","",NA,0.443489175404431,0.556510824595569,0.0919362102150611,0.169365312611813,2004,"0405",-77.453104,169.237084
"398",1049,1137,40322,"CROZ","CROZ",2002,1,"FAIL",0,"L","KA","M",1996,6,0,"","",NA,0.150110446312257,-0.150110446312257,-0.0368994654821725,-0.0746364590922006,2002,"0203",-77.45353,169.23715
"399",1051,1139,40322,"CROZ","CROZ",2004,1,"FAIL",0,"L","KA","M",1996,8,1,"","",NA,0.398446872910962,-0.398446872910962,-0.0819045959540252,-0.145213051345412,2004,"0405",-77.453544,169.237084
"400",1052,1140,40322,"CROZ","CROZ",2005,1,"CR2?",1,"L","KA","M",1996,9,2,"","",NA,0.520953481692745,0.479046518307255,-0.145213051345413,-0.0411697897366345,2005,"0506",-77.453502,169.237068
"401",1071,1159,40355,"CROZ","CROZ",2007,1,"CR2?",1,"L","KA","M",1996,11,1,"","",NA,0.762786784495757,0.237213215504243,-0.0548698258811584,-0.0183594457079832,2007,"0708",-77.453141,169.239171
"402",1073,1161,40355,"CROZ","CROZ",2009,1,"FAIL",0,"L","KA","M",1996,13,2,"","",NA,0.552858659385097,-0.552858659385097,-0.0963623675969131,-0.142011996775732,2009,"0910",-77.453167,169.238973
"403",1075,1163,40355,"CROZ","CROZ",2011,1,"FAIL",0,"L","KA","M",1996,15,4,"1","",NA,0.544031719644335,-0.544031719644335,-0.102843448815065,-0.139609138050837,2011,"1112",-77.453168,169.23898
"404",1076,1164,40355,"CROZ","CROZ",2012,1,"CR1?",1,"L","KA","M",1996,16,5,"","",NA,0.485415181176526,0.514584818823474,-0.139609138050837,-0.0892865259835825,2012,"1213",-77.453197,169.239045
"405",1077,1165,40355,"CROZ","CROZ",2013,1,"CR1",1,"L","KA","M",1996,17,6,"","",NA,0.34235791194225,0.65764208805775,-0.0892865259835824,-0.0359344821234873,2013,"1314",-77.453181,169.239103
"406",1078,1166,40355,"CROZ","CROZ",2014,1,"CR1?",1,"L","KA","M",1996,18,7,"1","",NA,0.294449039666323,0.705550960333677,-0.0359344821234872,0.0134978807069903,2014,"1415",-77.453226,169.239015
"407",1082,1170,40360,"CROZ","CROZ",2001,1,"FAIL",0,"L","KA","F",1996,5,0,"","",NA,0.0295784338883367,-0.0295784338883367,-0.0468525805487726,-0.0410945316619606,2001,"0102",-77.45317,169.23743
"408",1083,1171,40360,"CROZ","CROZ",2002,1,"FAIL",0,"L","KA","F",1996,6,1,"","",NA,0.265652861567613,-0.265652861567613,-0.0410945316619607,-0.0972341141383737,2002,"0203",-77.45322,169.23763
"409",1084,1172,40360,"CROZ","CROZ",2003,0,"NB",0,"L","KA","F",1996,7,2,"","",NA,0.122201182175751,-0.122201182175751,-0.0972341141383738,-0.102227527745849,2003,"0304",-77.453206,169.237497
"410",1087,1175,40360,"CROZ","CROZ",2006,1,"CR2",1,"L","KA","F",1996,10,3,"","",NA,0.755364819135276,0.244635180864724,-0.0679400422609176,-0.0288681393702122,2006,"0607",-77.453211,169.237422
"411",1090,1178,40360,"CROZ","CROZ",2009,1,"CR1?",1,"L","KA","F",1996,13,4,"","",NA,0.552858659385097,0.447141340614903,-0.174594180550783,-0.11807276953572,2009,"0910",-77.453197,169.237294
"412",1091,1179,40360,"CROZ","CROZ",2010,1,"CR2?",1,"L","KA","F",1996,14,5,"","",NA,0.711157969208396,0.288842030791604,-0.118072769535721,-0.0841632028417767,2010,"1011",-77.453197,169.237294
"413",1092,1180,40360,"CROZ","CROZ",2011,1,"CR2",1,"L","KA","F",1996,15,6,"","",NA,0.544031719644335,0.455968280355665,-0.0841632028417768,-0.0426146272112043,2011,"1112",-77.453214,169.237624
"414",1102,1191,40379,"CROZ","CROZ",2002,1,"FAIL",0,"LBCH","KA","F",1996,6,0,"","",NA,0.150110446312257,-0.150110446312257,-0.0410945316619607,-0.0683485103245347,2002,"0203",-77.45308,169.23788
"415",1103,1192,40379,"CROZ","CROZ",2003,0,"NB",0,"L","KA","F",1996,7,1,"","",NA,0.103709006539498,-0.103709006539498,-0.0683485103245348,-0.0754206095675274,2003,"0304",-77.454423,169.238436
"416",1111,1203,40393,"CROZ","CROZ",2002,1,"CR1",1,"M","KA","F",1996,6,0,"","",NA,0.150110446312257,0.849889553687743,-0.0368994654821725,0.258696874241133,2002,"0203",-77.4534,169.22839
"417",1118,1213,40414,"CROZ","CROZ",2003,0,"NB",0,"L","KA","U",1996,7,0,"","",NA,0.0534731435784479,-0.0534731435784479,-0.0368994654821725,-0.0424240248475976,2003,"0304",-77.453533,169.237449
"418",1119,1214,40414,"CROZ","CROZ",2004,1,"FAIL",0,"L","KA","U",1996,8,0,"","",NA,0.244367053759721,-0.244367053759721,-0.0424240248475976,-0.0929097820756285,2004,"0405",-77.453483,169.237733
"419",1121,1216,40414,"CROZ","CROZ",2006,1,"FAIL",0,"L","KA","U",1996,10,1,"","",NA,0.719605445895748,-0.719605445895748,-0.16927890172853,-0.260999992423066,2006,"0607",-77.453501,169.237658
"420",1125,1221,40416,"CROZ","CROZ",2002,1,"CR1?",1,"L","KA","M",1996,6,0,"","",NA,0.150110446312257,0.849889553687743,-0.0410945316619607,0.181651489675465,2002,"0203",-77.45326,169.23657
"421",1129,1226,40429,"CROZ","CROZ",2002,1,"CR1?",1,"Q-R","KA","M",1996,6,0,"","",NA,0.150110446312257,0.849889553687743,NA,0.849889553687743,2002,"0203",-77.45629,169.23774
"422",1130,1227,40429,"CROZ","CROZ",2003,1,"FAIL",0,"QR","KA","M",1996,7,1,"","",NA,0.103709006539498,-0.103709006539498,0.849889553687743,0.373090273574122,2003,"0304",-77.45629,169.23774
"423",1131,1228,40429,"CROZ","CROZ",2004,1,"FAIL",0,"Q-R","KA","M",1996,8,2,"","",NA,0.443489175404431,-0.443489175404431,0.373090273574122,0.100897123914605,2004,"0405",-77.456263,169.237384
"424",1132,1229,40429,"CROZ","CROZ",2005,1,"FAIL?",0,"QR","KA","M",1996,9,3,"","",NA,0.520953481692745,-0.520953481692745,0.100897123914604,-0.0545655274872328,2005,"0506",-77.45631,169.23744
"425",1136,1233,40432,"CROZ","CROZ",2004,1,"CR1?",1,"M","KA","F",1996,8,0,"","",NA,0.244367053759721,0.755632946240279,-0.0746364590922008,0.132930892240919,2004,"0405",-77.451945,169.229456
"426",1137,1234,40432,"CROZ","CROZ",2005,1,"FAIL",0,"M","KA","F",1996,9,1,"","",NA,0.474755380340134,-0.474755380340134,0.132930892240919,0.0113936377247086,2005,"0506",-77.451902,169.229273
"427",1141,1238,40438,"CROZ","CROZ",2002,1,"CR1?",1,"L","KA","M",1996,6,0,"","",NA,0.150110446312257,0.849889553687743,-0.0410945316619607,0.181651489675465,2002,"0203",-77.45309,169.23766
"428",1143,1240,40438,"CROZ","CROZ",2004,1,"FAIL",0,"L","KA","M",1996,8,1,"","",NA,0.398446872910962,-0.398446872910962,0.124579390432472,0.0374083465419002,2004,"0405",-77.453098,169.23777
"429",1144,1241,40438,"CROZ","CROZ",2005,1,"CR2",1,"L","KA","M",1996,9,2,"","",NA,0.520953481692745,0.479046518307255,0.0374083465419,0.100499513936951,2005,"0506",-77.453104,169.237765
"430",1145,1242,40438,"CROZ","CROZ",2006,1,"CR1?",1,"L","KA","M",1996,10,3,"","",NA,0.755364819135276,0.244635180864724,0.100499513936951,0.118516472302923,2006,"0607",-77.453072,169.237652
"431",1151,1248,40445,"CROZ","CROZ",2004,1,"FAIL",0,"L","KA","F",1996,8,0,"","",NA,0.244367053759721,-0.244367053759721,-0.0826013623222378,-0.123042785181609,2004,"0405",-77.453849,169.236987
"432",1158,1255,40454,"CROZ","CROZ",2002,1,"FAIL",0,"L","KA","U",1996,6,0,"","",NA,0.150110446312257,-0.150110446312257,-0.0410945316619607,-0.0683485103245347,2002,"0203",-77.45446,169.23789
