OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK
871,79,751,1.423124893971123,2
872,79,701,2.824682746066462,3
873,79,750,3.215337638178731,4
874,79,686,17.812735724458733,5
875,79,748,24.558158598845640,6
876,79,685,35.227289060685699,7
877,79,109,39.623016466233189,8
878,79,749,44.381648044549571,9
879,79,89,47.453028204706754,10
880,79,702,52.400071096751169,11
881,80,753,0.000000000000000,1
882,80,709,2.117515433426733,2
883,80,462,2.192118354593220,3
884,80,708,4.834431677479120,4
885,80,464,9.171307138034942,5
886,80,456,12.088352239153069,6
887,80,457,21.227549048308759,7
888,80,461,33.642050603214244,8
889,80,465,45.311100824121851,9
890,80,460,50.156805386680304,10
891,80,127,55.763827726536512,11
892,81,754,0.000000000000000,1
893,81,529,1.038948430011833,2
894,81,480,10.097555159903745,3
895,81,367,12.597246084834099,4
896,81,357,14.094047346124778,5
897,81,366,17.622179187398146,6
898,81,368,17.900376972532701,7
899,81,733,19.387768483267553,8
900,81,359,23.230414772570260,9
901,81,735,24.070878537939755,10
902,81,481,24.700838589009923,11
903,82,488,0.000000000000000,1
904,82,755,0.000000000000000,1
905,82,507,1.163718991846790,2
906,82,264,10.748942687506791,3
907,82,484,10.812692554334664,4
908,82,265,31.512322209242758,5
909,82,406,32.437988348544494,6
910,82,260,43.569883926832816,7
911,82,776,50.680507578386596,8
912,82,775,52.663997651212405,9
913,82,609,61.859349017363755,10
914,83,432,0.000000000000000,1
915,83,756,0.000000000000000,1
916,83,169,3.163555691826419,2
917,83,561,4.244152145915980,3
918,83,762,4.983752573044266,4
919,83,404,5.435363799952109,5
920,83,661,6.294372513217199,6
921,83,746,9.653896493747375,7
922,83,401,14.431992497473523,8
923,83,653,15.844760495887259,9
924,83,560,16.233371334236839,10
925,84,29,0.000000000000000,1
926,84,757,0.000000000000000,1
927,84,679,3.082419998873800,2
928,84,455,5.950781266848100,3
929,84,490,28.838982010841232,4
930,84,20,33.073251578261655,5
931,84,680,43.824854740743994,6
932,84,26,45.985897209747812,7
933,84,32,47.373311695151685,8
934,84,439,48.099718667062497,9
935,84,22,50.414851767652323,10
936,85,23,0.000000000000000,1
937,85,758,0.000000000000000,1
938,85,20,2.759007515211251,2
939,85,22,22.444165554369008,3
940,85,773,22.444165554369008,3
941,85,21,32.541295331363763,4
942,85,29,40.486209719474658,5
943,85,19,42.310278590500978,6
944,85,28,56.788822610380954,7
945,85,490,61.509964939267327,8
946,85,439,63.657839721274506,9
947,86,443,0.000000000000000,1
948,86,759,0.000000000000000,1
949,86,335,0.996487560810280,2
950,86,444,6.461651485485309,3
951,86,226,13.455132652659431,4
952,86,257,16.569287782046139,5
953,86,229,17.986063163275109,6
954,86,227,19.359243727882657,7
955,86,209,20.615251237190979,8
956,86,777,20.615251237190979,8
957,86,230,21.681126364292183,9
958,87,760,0.000000000000000,1
959,87,150,1.324668590061806,2
960,87,144,4.741003241326548,3
961,87,145,23.453843975698351,4
962,87,482,23.663864549201119,5
963,87,184,26.296285628827992,6
964,87,712,26.827015894109557,7
965,87,130,28.266231567946903,8
966,87,149,29.224469921446882,9
967,87,129,33.685305027102764,10
968,87,716,35.323537990662984,11
969,88,761,0.000000000000000,1
970,88,55,3.986211401908161,2
971,88,49,15.479688563398220,3
972,88,45,15.581818382938305,4
973,88,681,17.055639920374709,5
974,88,58,19.230222773103026,6
975,88,44,20.923352940277550,7
976,88,429,27.231896012807695,8
977,88,696,27.648798387792954,9
978,88,48,30.241557177431130,10
979,88,59,30.847607822597986,11
980,89,762,0.000000000000000,1
981,89,746,4.242950478013579,2
982,89,432,4.983691321489015,3
983,89,756,4.983691321489015,3
984,89,745,16.757220643079936,4
985,89,661,21.755203547014638,5
986,89,433,23.841080246273442,6
987,89,785,23.841080246273442,6
988,89,561,26.592856309803235,7
989,89,653,29.891874733585045,8
990,89,671,41.330957589776460,9
991,90,763,0.000000000000000,1
992,90,743,11.688414329388822,2
993,90,217,15.462799299177780,3
994,90,213,18.201420453549396,4
995,90,214,22.896222458886456,5
996,90,509,25.334793315035576,6
997,90,216,28.365713920515770,7
998,90,255,34.939120482446171,8
999,90,218,36.942657571532692,9
1000,90,212,45.399894606444576,10
1001,90,254,48.527564685963277,11
1002,91,692,0.000000000000000,1
1003,91,693,0.000000000000000,1
1004,91,764,0.000000000000000,1
1005,91,489,5.229013116356293,2
1006,91,690,8.835946701575987,3
1007,91,694,9.279616656329209,4
1008,91,687,10.915082958353079,5
1009,91,495,11.448318872898119,6
1010,91,782,11.448318872898119,6
1011,91,494,15.039249877834163,7
1012,91,783,15.039249877834163,7
1013,92,765,0.000000000000000,1
1014,92,767,0.000000000000000,1
1015,92,766,1.743175299519622,2
1016,92,277,9.159901410425428,3
1017,92,280,10.866162158958746,4
1018,92,284,13.068154318570693,5
1019,92,283,13.359754068972096,6
1020,92,724,17.705679771715367,7
1021,92,276,18.480538691999822,8
1022,92,282,22.521905982387068,9
1023,92,273,24.007273710983302,10
1024,93,766,0.000000000000000,1
1025,93,767,0.000000000000000,1
1026,93,765,1.743168171988422,2
1027,93,276,3.584675107150097,3
1028,93,277,4.402781464127710,4
1029,93,273,6.567707831839534,5
1030,93,275,8.701503143288342,6
1031,93,283,9.235246846995223,7
1032,93,724,10.882024738420560,8
1033,93,280,12.134163286492093,9
1034,93,282,14.939091747188932,10
1035,94,765,0.000000000000000,1
1036,94,766,0.000000000000000,1
1037,94,767,0.000000000000000,1
1038,94,276,3.584675107150097,2
1039,94,277,4.402781464127710,3
1040,94,273,6.567707831839534,4
1041,94,275,8.701503144155732,5
1042,94,283,9.235246846995223,6
1043,94,280,10.866162158958746,7
1044,94,724,10.882024738420560,8
1045,94,284,13.068154319577911,9
1046,95,713,0.000000000000000,1
1047,95,768,0.000000000000000,1
1048,95,769,1.301648937603886,2
1049,95,165,9.819488795356147,3
1050,95,167,26.157054914846942,4
1051,95,166,29.456354906852791,5
1052,95,132,33.142727605130531,6
1053,95,496,33.245193277056700,7
1054,95,497,36.527747684455761,8
1055,95,233,51.707716514572802,9
1056,95,712,52.715107815546197,10
1057,96,713,0.000000000000000,1
1058,96,769,0.000000000000000,1
1059,96,165,1.259577477503584,2
1060,96,768,1.301636165873903,3
1061,96,167,24.981293760875410,4
1062,96,166,27.761091436707904,5
1063,96,496,32.463116672322109,6
1064,96,497,36.228352550149651,7
1065,96,132,36.269019946531216,8
1066,96,712,56.794741898916598,9
1067,96,107,60.953239896559857,10
1068,97,726,0.000000000000000,1
1069,97,770,0.000000000000000,1
1070,97,771,2.121499839714691,2
1071,97,346,9.378304001863393,3
1072,97,288,10.857149888163764,4
1073,97,291,23.983621919504813,5
1074,97,731,25.435720342574466,6
1075,97,289,27.476956895148579,7
1076,97,290,32.711500404059585,8
1077,97,347,34.116170346689486,9
1078,97,287,45.763783221673904,10
1079,98,726,0.000000000000000,1
1080,98,771,0.000000000000000,1
1081,98,770,2.121498448990297,2
1082,98,346,4.213885048678719,3
1083,98,288,15.246655240114869,4
1084,98,731,27.459195977670955,5
1085,98,291,28.783833616839928,6
1086,98,290,29.823213381252554,7
1087,98,289,31.711552711433953,8
1088,98,347,39.442055600320465,9
1089,98,287,42.489410068821449,10
1090,99,162,0.000000000000000,1
1091,99,772,0.000000000000000,1
1092,99,423,1.005059271273139,2
1093,99,163,1.501234717106005,3
1094,99,96,22.278844164831888,4
1095,99,683,22.948847338448360,5
1096,99,69,23.463237684088753,6
1097,99,95,23.613401879243682,7
1098,99,70,32.954667533463635,8
1099,99,35,37.048655203329751,9
1100,99,65,38.232852434483092,10
1101,100,22,0.000000000000000,1
1102,100,773,0.000000000000000,1
1103,100,20,5.867216474772072,2
1104,100,23,15.964872708130997,3
1105,100,29,17.539826538405464,4
1106,100,758,22.444214731497823,5
1107,100,21,34.809912025425106,6
1108,100,28,39.189692856263100,7
1109,100,439,39.832811655377775,8
1110,100,490,41.641423871490403,9
1111,100,27,42.526448133862566,10
1112,101,12,0.000000000000000,1
1113,101,774,0.000000000000000,1
1114,101,13,6.395946486584188,2
1115,101,11,6.581580030253510,3
1116,101,10,8.860918321557504,4
1117,101,15,26.606618612945962,5
1118,101,8,34.030109035429682,6
1119,101,9,41.385431722045844,7
1120,101,657,43.704932357567500,8
1121,101,17,51.317372357818229,9
1122,101,678,51.796447367210483,10
1123,102,775,0.000000000000000,1
1124,102,555,4.406505293434491,2
1125,102,507,15.765000530894159,3
1126,102,265,17.917669860621398,4
1127,102,488,18.986145561554029,5
1128,102,663,19.673738219202342,6
1129,102,264,34.048022944372619,7
1130,102,609,34.579327069663108,8
1131,102,664,36.441399847041140,9
1132,102,258,40.787673542115208,10
1133,102,662,45.208238638341243,11
1134,103,776,0.000000000000000,1
1135,103,406,7.854547870112648,2
1136,103,407,20.207335275422210,3
1137,103,484,33.991745897976280,4
1138,103,647,36.637227982989707,5
1139,103,488,44.407531284917823,6
1140,103,755,50.680506084070949,7
1141,103,507,52.549614102907540,8
1142,103,260,73.034903576147343,9
1143,103,372,76.589578408897125,10
1144,103,265,85.081433485844144,11
1145,104,209,0.000000000000000,1
1146,104,777,0.000000000000000,1
1147,104,208,8.701621486352270,2
1148,104,225,16.569480760755958,3
1149,104,226,16.920178521345981,4
1150,104,256,17.976609485837724,5
1151,104,335,20.441124915773035,6
1152,104,443,20.615267302277491,7
1153,104,759,20.615267302277491,7
1154,104,257,24.142431012285630,8
1155,104,207,24.637688761223206,9
1156,105,309,0.000000000000000,1
1157,105,778,0.000000000000000,1
1158,105,779,0.000000000000000,1
1159,105,729,1.911704968876015,2
1160,105,310,7.385077635198135,3
1161,105,307,14.765069706185169,4
1162,105,313,22.643926822455164,5
1163,105,312,22.941070769182144,6
1164,105,308,24.223186202861392,7
1165,105,306,27.863321086928668,8
1166,105,303,30.702125029388011,9
1167,106,309,0.000000000000000,1
1168,106,729,0.000000000000000,1
1169,106,778,0.000000000000000,1
1170,106,779,0.000000000000000,1
1171,106,307,3.256691021427352,2
1172,106,312,6.750880669152114,3
1173,106,310,7.385077627493469,4
1174,106,308,10.168716735056922,5
1175,106,313,10.867063910617020,6
1176,106,306,18.244787828501739,7
1177,106,318,20.831854273637969,8
1178,107,137,0.000000000000000,1
1179,107,780,0.000000000000000,1
1180,107,781,0.000000000000000,1
1181,107,714,3.744048001663964,2
1182,107,715,5.032342092688484,3
1183,107,135,9.361599458480235,4
1184,107,138,18.027921098023342,5
1185,107,184,27.721634116603180,6
1186,107,718,35.254261002155530,7
1187,107,442,35.797582344777133,8
1188,107,140,44.819596301272227,9
1189,108,137,0.000000000000000,1
1190,108,714,0.000000000000000,1
1191,108,780,0.000000000000000,1
1192,108,781,0.000000000000000,1
1193,108,715,5.032342097311648,2
1194,108,135,9.361599458434769,3
1195,108,138,18.027921096895707,4
1196,108,184,27.721634114506639,5
1197,108,718,35.254261008217938,6
1198,108,442,35.797582349693940,7
1199,108,148,42.723767094402270,8
1200,109,495,0.000000000000000,1
1201,109,782,0.000000000000000,1
1202,109,494,9.711913125638723,2
1203,109,783,9.711913125638723,2
1204,109,694,9.817605414237047,3
1205,109,693,11.448269914281262,4
1206,109,764,11.448269914281262,4
1207,109,706,11.840099666368285,5
1208,109,113,13.616438341969870,6
1209,109,114,13.616826975595968,7
1210,109,707,18.813218842330304,8
1211,110,494,0.000000000000000,1
1212,110,783,0.000000000000000,1
1213,110,111,5.997338266822284,2
1214,110,489,7.706020165272154,3
1215,110,493,8.510766373784952,4
1216,110,495,9.711958551026640,5
1217,110,782,9.711958551026640,5
1218,110,110,11.536316134042213,6
1219,110,113,12.382113550782735,7
1220,110,693,15.039191845903650,8
1221,110,764,15.039191845903650,8
1222,111,370,0.000000000000000,1
1223,111,784,0.000000000000000,1
1224,111,735,1.426357183778302,2
1225,111,371,6.886643918730994,3
1226,111,356,13.520617045068912,4
1227,111,411,19.276539528603656,5
1228,111,481,27.576469649407642,6
1229,111,389,28.601667418477145,7
1230,111,737,30.214750392264563,8
1231,111,531,32.177668753139194,9
1232,111,368,32.595369384718197,10
1233,112,433,0.000000000000000,1
1234,112,785,0.000000000000000,1
1235,112,745,3.332070747038292,2
1236,112,561,5.208175409119649,3
1237,112,746,16.283967508830155,4
1238,112,671,19.764843482724249,5
1239,112,432,23.156036831399572,6
1240,112,756,23.156036831399572,6
1241,112,762,23.841028824207683,7
1242,112,661,29.406441125006651,8
1243,112,652,33.354259843743876,9
1244,113,101,0.000000000000000,1
1245,113,786,0.000000000000000,1
1246,113,100,2.472356658094026,2
1247,113,697,6.053678829831315,3
1248,113,72,7.767071322782352,4
1249,113,71,14.034249041712485,5
1250,113,73,14.667686376462020,6
1251,113,698,22.112561343327592,7
1252,113,70,35.472367972022120,8
1253,113,699,47.136528631890059,9
1254,113,69,49.256401697419463,10
1255,114,787,0.000000000000000,1
1256,114,732,2.215416711755873,2
1257,114,528,2.581507614164849,3
1258,114,261,19.671980675108372,4
1259,114,633,29.627542449753879,5
1260,114,527,33.803570885920550,6
1261,114,569,37.177432325183730,7
1262,114,262,38.282547163610417,8
1263,114,747,40.668549710327483,9
1264,114,259,45.459704226029217,10
1265,114,632,47.294163686448222,11
