OID_,Value,SrcID_Feat,SrcID_Rast,Warning
,357.602478027000020,25,0, 
,65.231445312500000,11,0, 
,84.581672668500005,11,0, 
,358.983276366999970,25,0, 
,359.334442138999980,25,0, 
,355.632202147999980,25,0, 
,352.569244384999990,25,0, 
,40.431728362999998,18,0, 
,36.452884674099998,18,0, 
,12.985613822900000,18,0, 
,57.410053253199997,11,0, 
,64.609840393100001,11,0, 
,358.839141846000020,25,0, 
,358.670196533000020,25,0, 
,356.029418944999970,25,0, 
,0.754193484783000,25,0, 
,358.050109862999990,25,0, 
,39.503879547099999,18,0, 
,35.816871643100001,18,0, 
,31.061872482300000,18,0, 
,25.726291656499999,18,0, 
,20.641565322900000,18,0, 
,18.482910156300001,18,0, 
,19.737127304099999,18,0, 
,20.636638641400001,18,0, 
,18.043519973799999,18,0, 
,16.178627014200000,18,0, 
,17.356367111200001,18,0, 
,293.817565918000010,8,0, 
,293.591522216999980,8,0, 
,290.571441650000000,8,0, 
,290.555145263999980,8,0, 
,288.934631347999980,8,0, 
,0.689879059792000,25,0, 
,358.479644775000000,25,0, 
,359.977661133000030,25,0, 
,1.817932605740000,25,0, 
,8.382265090940001,23,0, 
,14.076683044399999,23,0, 
,38.727661132800002,18,0, 
,36.862449646000002,18,0, 
,34.040767669700003,18,0, 
,30.378650665300000,18,0, 
,25.785882949800001,18,0, 
,21.187622070300002,18,0, 
,19.353719711299998,18,0, 
,20.650264740000001,18,0, 
,22.373506546000002,18,0, 
,21.366493225100001,18,0, 
,19.728651046800000,18,0, 
,296.482879638999980,8,0, 
,297.066345215000010,8,0, 
,292.656768799000020,8,0, 
,291.637084961000030,8,0, 
,290.913970947000000,8,0, 
,2.278268575670000,25,0, 
,2.320953130720000,25,0, 
,2.559621572490000,25,0, 
,1.836940407750000,25,0, 
,3.760682582860000,25,0, 
,35.595634460399999,18,0, 
,34.151805877699999,18,0, 
,32.085498809800001,18,0, 
,29.143409728999998,18,0, 
,21.210498809800001,18,0, 
,21.942443847700002,18,0, 
,24.713979721099999,18,0, 
,24.599788665799998,18,0, 
,23.074785232499998,18,0, 
,297.749542236000020,8,0, 
,293.121887206999990,8,0, 
,260.348388672000000,7,0, 
,3.985198020940000,25,0, 
,4.855305671690000,25,0, 
,28.010433197000001,18,0, 
,305.044097900000000,8,0, 
,301.039916991999970,8,0, 
,275.818389893000020,7,0, 
,257.499877930000030,7,0, 
,304.610717772999980,8,0, 
,310.341156006000010,8,0, 
,305.447082519999980,8,0, 
,261.812377930000030,7,0, 
,253.556045532000010,7,0, 
,25.827573776200001,17,0, 
,58.429035186800000,12,0, 
,305.790954590000010,8,0, 
,308.257171631000010,8,0, 
,313.160583496000020,8,0, 
,313.008941650000000,8,0, 
,305.273132324000020,8,0, 
,260.311737060999970,7,0, 
,254.074401854999990,7,0, 
,27.304288864099998,17,0, 
,23.626697540300000,17,0, 
,30.928857803300001,17,0, 
,70.870132446300005,12,0, 
,66.822525024399994,12,0, 
,306.734710693000010,8,0, 
,306.417602538999970,8,0, 
,307.541015625000000,8,0, 
,314.315368652000020,8,0, 
,311.748260497999980,8,0, 
,307.924835205000020,8,0, 
,277.783294678000000,7,0, 
,22.537158966100002,16,0, 
,28.692796707199999,17,0, 
,26.675956726100001,17,0, 
,71.774772643999995,12,0, 
,72.489608764600007,12,0, 
,68.640083313000005,12,0, 
,282.980102538999970,7,0, 
,26.522636413600001,16,0, 
,22.892316818200001,16,0, 
,16.744556426999999,16,0, 
,73.666229247999993,12,0, 
,73.270011901900006,12,0, 
,285.208770752000020,7,0, 
,29.787403106700001,16,0, 
,22.831735610999999,16,0, 
,72.211448669399999,12,0, 
,70.872863769500000,12,0, 
,24.931568145800000,16,0, 
,47.853839874300000,13,0, 
,68.178092956499995,12,0, 
,65.538619995100007,12,0, 
,56.790885925300003,12,0, 
,9.886613845830000,24,0, 
,47.166389465300000,13,0, 
,27.506456375100001,14,0, 
,3.192189693450000,5,0, 
,349.174255371000020,5,0, 
,356.027984618999990,5,0, 
,345.524505615000010,5,0, 
,219.336364745999990,6,0, 
,205.927490234000000,4,0, 
,202.629501342999990,4,0, 
,231.683990478999990,6,0, 
,235.012023926000010,6,0, 
,239.203231812000010,6,0, 
,181.131179809999990,29,0, 
,186.562576294000000,29,0, 
,181.383499145999990,29,0, 
,209.509811401000010,3,0, 
,223.772857665999990,3,0, 
,214.274337769000000,3,0, 
,224.856048584000010,3,0, 
,224.098052978999990,3,0, 
,218.284591675000000,3,0, 
,227.066787720000010,3,0, 
,171.642608642999990,28,0, 
,209.043594359999990,3,0, 
,216.833450317000000,3,0, 
,222.947341919000000,3,0, 
,215.027954102000000,2,0, 
,166.201690673999990,28,0, 
,168.339248657000010,28,0, 
,219.199615478999990,3,0, 
,219.577346801999990,3,0, 
,161.690933228000010,28,0, 
,164.373580933000000,28,0, 
,218.659240723000010,3,0, 
,216.515060425000000,3,0, 
,155.820205687999990,28,0, 
,265.278594971000020,0,0, 
,260.785308837999990,0,0, 
,258.341339111000020,0,0, 
,254.023590087999990,0,0, 
,260.269409180000030,0,0, 
,253.381011962999990,0,0, 
,251.794265747000000,0,0, 
,246.956298828000000,0,0, 
,245.001693726000010,0,0, 
,240.503814697000000,0,0, 
,243.762512206999990,0,0, 
,207.590774536000000,1,0, 
,234.266586303999990,0,0, 
,234.298934937000010,0,0, 
,236.490509033000000,0,0, 
,242.091278076000010,0,0, 
,206.037918090999990,1,0, 
,240.366134644000000,0,0, 
,248.003616333000000,0,0, 
,241.547714232999990,0,0, 
,205.846588134999990,1,0, 
